prd_id,prd_category,prd_name,prd_price,prd_n_reviews,review_img_url
11180765626,tent,로티캠프 원터치 육각 텐트 4-5인용,70440,7562,https://phinf.pstatic.net/checkout/20210622_104/1624352011994L3B5H_JPEG/review-attachment-b2781fb9-88bb-49eb-b5c3-c0bce4b104ee.jpeg
14958064919,tent,아이두젠 패스트캠프 오페라스위트 와이드 타프익스텐션 원터치 텐트 4-5인용,109000,2361,https://phinf.pstatic.net/checkout/20200801_170/1596221788429IKNXn_JPEG/review-attachment-38eb19db-b570-4adf-b076-801cfdc0b098.jpeg
14981947918,tent,아이두젠 패스트캠프 원터치 육각텐트 오토6,66380,7662,https://phinf.pstatic.net/checkout/20220502_223/1651470707298Mu3RY_JPEG/review-attachment-9aabc760-a663-429e-9b45-3aa6cc619ada.jpeg
17862518718,tent,로티캠프 빅패밀리 원터치텐트 5-6인용,111540,1139,https://phinf.pstatic.net/checkout/20220525_124/1653455088994pIrMi_JPEG/review-attachment-00b48142-e135-4deb-8213-7d7acd618e9e.jpeg
19377657299,tent,로티캠프 빅스퀘어 원터치텐트 5-6인용,146540,1704,https://phinf.pstatic.net/checkout/20220301_176/1646061058239XBeef_JPEG/review-attachment-4da34b55-043c-47a8-b946-bb233cff8664.jpeg,https://phinf.pstatic.net/checkout/20220301_97/1646061068065cvaVH_JPEG/review-attachment-58b38a5b-3f68-431d-9f60-23447c91eb38.jpeg,https://phinf.pstatic.net/checkout/20220321_279/16477898866461vYUs_JPEG/review-attachment-9a6f4810-9918-40b6-b6cf-4691e3127293.jpeg
19751131585,tent,아이두젠 패스트캠프 메가스위트 원터치 텐트,43320,599,https://phinf.pstatic.net/checkout/20220406_98/1649212499739EzyqF_JPEG/review-attachment-f237984d-598c-4b85-aea0-d86d5be861c9.jpeg,https://phinf.pstatic.net/checkout/20220406_86/16492125073373xdGs_JPEG/review-attachment-f74d5d3f-c6bf-4ea2-9c51-47fa7a931e12.jpeg,https://phinf.pstatic.net/checkout/20220406_20/1649212513040rh0n4_JPEG/review-attachment-21b1b277-3cb1-49ba-9f29-f0d092e66aa4.jpeg,https://phinf.pstatic.net/checkout/20220406_243/1649212520301mVrIt_JPEG/review-attachment-8462a87d-7d59-4cd4-ba13-d19eb9468a9d.jpeg
20189886832,tent,아이두젠 패스트캠프 원터치 육각텐트 오토6  착탈식 와이드 익스텐션,85310,580,https://shopping-phinf.pstatic.net/20200615_7/849b7e42-7337-4764-973d-45b1727a99ea.jpg,https://shopping-phinf.pstatic.net/20200615_3/e95df90f-4838-4df2-887d-ca44ae422e8c.jpg,https://shopping-phinf.pstatic.net/20200615_5/2721bd8c-af44-4b50-82d4-15b16d804e1e.jpg
20909208466,tent,배진산업 캠프타운 토파즈 텐트 4인용,313000,442,https://phinf.pstatic.net/checkout/20210521_257/1621523800685vttC8_JPEG/review-attachment-745120c5-b55a-4124-a619-45651c9deeb7.jpeg
20931662172,tent,코베아 몬타나 텐트 KECW9TL-05 2인용,169970,325,https://phinf.pstatic.net/checkout/20220607_126/1654556583002GOgXr_JPEG/review-attachment-609d2a35-d34b-4532-bbbb-55109e5e73ad.jpeg,https://phinf.pstatic.net/checkout/20220607_35/1654556582960NCekH_JPEG/review-attachment-afaf746a-89c6-472a-a889-041035867089.jpeg,https://phinf.pstatic.net/checkout/20220607_172/1654556583259z3Jfz_JPEG/review-attachment-cb530e8d-a0fc-451c-8169-06eecd3f2982.jpeg
21051918896,tent,아우토반디자인하우스 듀랑고 캐빈 와이드 텐트 5-6인용,1701000,416,https://phinf.pstatic.net/checkout/20210402_281/16173401014212rtOe_JPEG/review-attachment-cdbb2298-6027-4ef3-b8d3-e7e99b7380e0.jpeg,https://phinf.pstatic.net/checkout/20210402_289/1617340102063dDlx5_JPEG/review-attachment-2ac80079-97ad-4991-83ae-18dc7fbb46df.jpeg,https://phinf.pstatic.net/checkout/20210402_201/1617340102653mgwNm_JPEG/review-attachment-eadf6036-89b5-4ca6-9794-42a4fab5ff16.jpeg
21722689805,tent,블루오션 그라비티 베이직 원터치 텐트 GV-010 3-4인용,44900,3309,https://phinf.pstatic.net/checkout/20200408_288/1586319100666wEMbr_JPEG/20200408_125243.jpg
21722796480,tent,블루오션 그라비티 패밀리 원터치 텐트 4-5인용,74900,4635,https://phinf.pstatic.net/checkout/20220521_176/1653143451616jKguS_JPEG/review-attachment-2180bba2-f24c-42af-96af-cbcf02c93dab.jpg,https://phinf.pstatic.net/checkout/20220521_25/1653143483042gUy4J_JPEG/review-attachment-62d855c6-58c8-4b8a-bc0a-8be8c831d115.jpg
22228742235,tent,제드코리아 제드 썬블럭 암막 이너 텐트 ZGXTE0101,67770,773,https://phinf.pstatic.net/checkout/20210817_151/1629209649527pRtUe_JPEG/review-attachment-6f31a5cf-a942-4f6c-bd03-98669a402f31.jpeg
